Chip Run Info,Z:\Projects\Reprogramming\Fluidigm Projects\BioMark Data\BioMark Data\BJ Monocistronic\Combined Chip Run BJ Monocistronic\ChipRun.bml,Combined Chip Run,96.96 (136x),GE 96x96 Fast v2,ROX,FAM-MGB,8/4/2014 4:56:26 PM,00:24:51,BIOMARKHD227
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.4
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,Comments
S006-A86,MONO D11 SSEA4+ Tra1-60- 22,Unknown,1,KAT7 (Myst),Test,999,0,Fail,0.00740197595583316,
S006-A85,MONO D11 SSEA4+ Tra1-60- 22,Unknown,1,TET2,Test,16.0332801492775,1,Pass,0.00740197595583316,
S006-A96,MONO D11 SSEA4+ Tra1-60- 22,Unknown,1,GAPDH,Test,16.2748159184891,0.994017898311671,Pass,0.00740197595583316,
S006-A95,MONO D11 SSEA4+ Tra1-60- 22,Unknown,1,POU5F1,Test,999,0,Fail,0.00740197595583316,
S006-A94,MONO D11 SSEA4+ Tra1-60- 22,Unknown,1,LIN28A,Test,999,0,Fail,0.00740197595583316,
S006-A93,MONO D11 SSEA4+ Tra1-60- 22,Unknown,1,ZIC3,Test,18.289954664686,0.257115846100139,Pass,0.00740197595583316,
S006-A92,MONO D11 SSEA4+ Tra1-60- 22,Unknown,1,NANOG,Test,999,0,Fail,0.00740197595583316,
S006-A91,MONO D11 SSEA4+ Tra1-60- 22,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S095-A01,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,TET1,Test,999,0,Fail,0.00740197595583316,
S095-A02,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,PHC1,Test,16.7501193722211,1,Pass,0.00740197595583316,
S095-A03,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S095-A04,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SNAI2,Test,999,0,Fail,0.00740197595583316,
S095-A05,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,FOXD1,Test,999,0,Fail,0.00740197595583316,
S095-A06,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S095-A07,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,CD44,Test,11.9036952151028,1,Pass,0.00740197595583316,
S095-A08,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,GABRB3,Test,999,0,Fail,0.00740197595583316,
S095-A09,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SOX2,Test,999,0,Fail,0.00740197595583316,
S095-A10,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,ZNF281,Test,999,0,Fail,0.00740197595583316,
S095-A11,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SP1,Test,15.2935640969918,1,Pass,0.00740197595583316,
S095-A12,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,LEFTY1,Test,999,0,Fail,0.00740197595583316,
S095-A13,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SET,Test,18.920807545489,1,Pass,0.00740197595583316,
S095-A14,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,CBX7,Test,999,0,Fail,0.00740197595583316,
S095-A15,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,UTF1,Test,999,0,Fail,0.00740197595583316,
S095-A16,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,CDH2 (NCAD),Test,999,0,Fail,0.00740197595583316,
S095-A17,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,HNF4A,Test,999,0,Fail,0.00740197595583316,
S095-A18,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,TGFBR2,Test,16.3928153389056,1,Pass,0.00740197595583316,
S095-A19,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,DUSP10,Test,19.6420969180791,0.868611949394097,Pass,0.00740197595583316,
S095-A20,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,ESRRB,Test,999,0,Fail,0.00740197595583316,
S095-A21,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,MYC,Test,18.8967818623432,0.684090988506215,Pass,0.00740197595583316,
S095-A22,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,ZFP42 (REX1),Test,999,0,Fail,0.00740197595583316,
S095-A23,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,TRIM28,Test,18.6434137787435,0.927232059193639,Pass,0.00740197595583316,
S095-A24,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,CD48,Test,999,0,Fail,0.00740197595583316,
S095-A25,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,CDKN1A,Test,13.6662441477423,1,Pass,0.00740197595583316,
S095-A26,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,JMJD3,Test,15.9936197017869,1,Pass,0.00740197595583316,
S095-A27,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,RNF2,Test,15.862568117297,1,Pass,0.00740197595583316,
S095-A28,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,LATS2,Test,14.7657775446077,0.962333897511721,Pass,0.00740197595583316,
S095-A29,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,T,Test,999,0,Fail,0.00740197595583316,
S095-A30,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,FGF2,Test,15.4008146820582,1,Pass,0.00740197595583316,
S095-A31,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,LCK,Test,999,0,Fail,0.00740197595583316,
S095-A32,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,KLF5,Test,19.7772258805115,0.97258382582484,Pass,0.00740197595583316,
S095-A33,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,KLF4,Test,18.0929046319822,0.927388185117998,Pass,0.00740197595583316,
S095-A34,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,NACC1,Test,999,0,Fail,0.00740197595583316,
S095-A35,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,FBXO15,Test,999,0,Fail,0.00740197595583316,
S095-A36,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,CD4,Test,999,0,Fail,0.00740197595583316,
S095-A37,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,DNMT3L,Test,999,0,Fail,0.00740197595583316,
S095-A38,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,EZH2,Test,999,0,Fail,0.00740197595583316,
S095-A39,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,EED,Test,999,0,Fail,0.00740197595583316,
S095-A40,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SMARCC2,Test,15.5965751089988,0.814389449695457,Pass,0.00740197595583316,
S095-A41,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,MyoD1,Test,999,0,Fail,0.00740197595583316,
S095-A42,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,NODAL,Test,999,0,Fail,0.00740197595583316,
S095-A43,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,CDH1,Test,16.5114150385169,1,Pass,0.00740197595583316,
S095-A44,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,DPPA4,Test,999,0,Fail,0.00740197595583316,
S095-A45,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,LEFTY2,Test,999,0,Fail,0.00740197595583316,
S095-A46,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,RIF1,Test,19.6275661588859,1,Pass,0.00740197595583316,
S095-A47,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,ETV5,Test,999,0,Fail,0.00740197595583316,
S095-A48,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,CD3D,Test,999,0,Fail,0.00740197595583316,
S095-A54,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,Wnt3,Test,999,0,Fail,0.00740197595583316,
S095-A53,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,Sox1,Test,999,0,Fail,0.00740197595583316,
S095-A52,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,LOX,Test,12.6378228995769,1,Pass,0.00740197595583316,
S095-A51,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,JARID2,Test,16.7148562408055,1,Pass,0.00740197595583316,
S095-A50,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,KDM5A,Test,18.2774327983142,0.98155712149401,Pass,0.00740197595583316,
S095-A49,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S095-A60,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S095-A59,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,TCF3,Test,21.5818711357707,0.884159647991563,Pass,0.00740197595583316,
S095-A58,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S095-A57,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SALL1,Test,17.2409319177609,1,Pass,0.00740197595583316,
S095-A56,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S095-A55,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,Gata6,Test,17.2338926072675,0.628677517296986,Pass,0.00740197595583316,
S095-A66,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SMAD4,Test,15.7236758105081,1,Pass,0.00740197595583316,
S095-A65,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SOX13,Test,999,0,Fail,0.00740197595583316,
S095-A64,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,LUM,Test,14.0364046210602,0.832567783550247,Pass,0.00740197595583316,
S095-A63,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,HDAC2,Test,16.9991768141858,0.9530795657263,Pass,0.00740197595583316,
S095-A62,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SETD1A,Test,14.9702283638454,1,Pass,0.00740197595583316,
S095-A61,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,USP16,Test,18.6312888036381,0.812071312161018,Pass,0.00740197595583316,
S095-A72,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,CCR7,Test,999,0,Fail,0.00740197595583316,
S095-A71,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,HESX1,Test,999,0,Fail,0.00740197595583316,
S095-A70,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S095-A69,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SALL4,Test,999,0,Fail,0.00740197595583316,
S095-A68,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,GAL,Test,999,0,Fail,0.00740197595583316,
S095-A67,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S095-A78,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,DVL2,Test,20.1510331305214,0.946410717887321,Pass,0.00740197595583316,
S095-A77,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S095-A76,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,GREM1,Test,17.5110596083869,0.999378587532347,Pass,0.00740197595583316,
S095-A75,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,COL3A1,Test,13.8700736741412,1,Pass,0.00740197595583316,
S095-A74,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S095-A73,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
S095-A84,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,STEMCCA-P2A,Test,17.2782187692515,1,Pass,0.00740197595583316,
S095-A83,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,CCND1,Test,16.6035335406515,1,Pass,0.00740197595583316,
S095-A82,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S095-A81,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,STAT3,Test,18.5801514105972,1,Pass,0.00740197595583316,
S095-A80,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S095-A79,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,APOE,Test,999,0,Fail,0.00740197595583316,
S095-A90,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,KDR,Test,999,0,Fail,0.00740197595583316,
S095-A89,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,MASP1,Test,13.7570546333778,1,Pass,0.00740197595583316,
S095-A88,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S095-A87,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,TDGF1,Test,999,0,Fail,0.00740197595583316,
S095-A86,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,KAT7 (Myst),Test,16.3535951799036,0.743836025480594,Pass,0.00740197595583316,
S095-A85,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,TET2,Test,16.6754238790229,1,Pass,0.00740197595583316,
S095-A96,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,GAPDH,Test,13.5573961199551,0.984289488722425,Pass,0.00740197595583316,
S095-A95,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,POU5F1,Test,999,0,Fail,0.00740197595583316,
S095-A94,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,LIN28A,Test,999,0,Fail,0.00740197595583316,
S095-A93,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,ZIC3,Test,999,0,Fail,0.00740197595583316,
S095-A92,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,NANOG,Test,999,0,Fail,0.00740197595583316,
S095-A91,MONO D4 SSEA4+ Tra1-60- 24,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S005-A01,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,TET1,Test,13.3451947408047,0.909691961850281,Pass,0.00740197595583316,
S005-A02,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,PHC1,Test,999,0,Fail,0.00740197595583316,
S005-A03,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S005-A04,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SNAI2,Test,18.424596968436,1,Pass,0.00740197595583316,
S005-A05,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,FOXD1,Test,999,0,Fail,0.00740197595583316,
S005-A06,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S005-A07,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,CD44,Test,8.51626021578061,1,Pass,0.00740197595583316,
S005-A08,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,GABRB3,Test,999,0,Fail,0.00740197595583316,
S005-A09,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SOX2,Test,999,0,Fail,0.00740197595583316,
S005-A10,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,ZNF281,Test,13.3823956208866,1,Pass,0.00740197595583316,
S005-A11,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SP1,Test,15.690385309313,1,Pass,0.00740197595583316,
S005-A12,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,LEFTY1,Test,999,0,Fail,0.00740197595583316,
S005-A13,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SET,Test,16.5101187802749,1,Pass,0.00740197595583316,
S005-A14,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,CBX7,Test,999,0,Fail,0.00740197595583316,
S005-A15,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,UTF1,Test,999,0,Fail,0.00740197595583316,
S005-A16,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,CDH2 (NCAD),Test,999,0,Fail,0.00740197595583316,
S005-A17,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,HNF4A,Test,999,0,Fail,0.00740197595583316,
S005-A18,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,TGFBR2,Test,999,0,Fail,0.00740197595583316,
S005-A19,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,DUSP10,Test,999,0,Fail,0.00740197595583316,
S005-A20,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,ESRRB,Test,999,0,Fail,0.00740197595583316,
S005-A21,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,MYC,Test,16.0888455424651,0.493709329143575,Pass,0.00740197595583316,
S005-A22,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,ZFP42 (REX1),Test,999,0,Fail,0.00740197595583316,
S005-A23,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,TRIM28,Test,13.5121414540117,1,Pass,0.00740197595583316,
S005-A24,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,CD48,Test,999,0,Fail,0.00740197595583316,
S005-A25,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,CDKN1A,Test,10.7506337024219,1,Pass,0.00740197595583316,
S005-A26,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,JMJD3,Test,999,0,Fail,0.00740197595583316,
S005-A27,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,RNF2,Test,13.7361710933497,1,Pass,0.00740197595583316,
S005-A28,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,LATS2,Test,15.0143314688499,0.837084876555838,Pass,0.00740197595583316,
S005-A29,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,T,Test,999,0,Fail,0.00740197595583316,
S005-A30,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,FGF2,Test,17.2411140505059,0.984772503678693,Pass,0.00740197595583316,
S005-A31,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,LCK,Test,999,0,Fail,0.00740197595583316,
S005-A32,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,KLF5,Test,999,0,Fail,0.00740197595583316,
S005-A33,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,KLF4,Test,15.5383080466768,1,Pass,0.00740197595583316,
S005-A34,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,NACC1,Test,15.5205060171531,1,Pass,0.00740197595583316,
S005-A35,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,FBXO15,Test,999,0,Fail,0.00740197595583316,
S005-A36,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,CD4,Test,999,0,Fail,0.00740197595583316,
S005-A37,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,DNMT3L,Test,999,0,Fail,0.00740197595583316,
S005-A38,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,EZH2,Test,999,0,Fail,0.00740197595583316,
S005-A39,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,EED,Test,999,0,Fail,0.00740197595583316,
S005-A40,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SMARCC2,Test,13.588850120687,0.832745660135694,Pass,0.00740197595583316,
S005-A41,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,MyoD1,Test,999,0,Fail,0.00740197595583316,
S005-A42,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,NODAL,Test,999,0,Fail,0.00740197595583316,
S005-A43,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,CDH1,Test,15.1378838059508,0.998771179071903,Pass,0.00740197595583316,
S005-A44,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,DPPA4,Test,999,0,Fail,0.00740197595583316,
S005-A45,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,LEFTY2,Test,23.2167135864168,0.83470567336109,Pass,0.00740197595583316,
S005-A46,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,RIF1,Test,999,0,Fail,0.00740197595583316,
S005-A47,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,ETV5,Test,999,0,Fail,0.00740197595583316,
S005-A48,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,CD3D,Test,999,0,Fail,0.00740197595583316,
S005-A54,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,Wnt3,Test,999,0,Fail,0.00740197595583316,
S005-A53,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,Sox1,Test,999,0,Fail,0.00740197595583316,
S005-A52,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,LOX,Test,11.3840102130396,1,Pass,0.00740197595583316,
S005-A51,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,JARID2,Test,15.0459968056391,1,Pass,0.00740197595583316,
S005-A50,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,KDM5A,Test,999,0,Fail,0.00740197595583316,
S005-A49,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S005-A60,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S005-A59,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,TCF3,Test,999,0,Fail,0.00740197595583316,
S005-A58,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S005-A57,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SALL1,Test,16.1443399086063,1,Pass,0.00740197595583316,
S005-A56,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S005-A55,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,Gata6,Test,999,0,Fail,0.00740197595583316,
S005-A66,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SMAD4,Test,13.0057191927048,0.996582919319205,Pass,0.00740197595583316,
S005-A65,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SOX13,Test,14.7748407590727,1,Pass,0.00740197595583316,
S005-A64,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,LUM,Test,10.1411032628692,0.831601729391605,Pass,0.00740197595583316,
S005-A63,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,HDAC2,Test,999,0,Fail,0.00740197595583316,
S005-A62,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SETD1A,Test,14.9975885538562,1,Pass,0.00740197595583316,
S005-A61,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,USP16,Test,13.9561157544339,0.967194426551278,Pass,0.00740197595583316,
S005-A72,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,CCR7,Test,15.9344008749345,1,Pass,0.00740197595583316,
S005-A71,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,HESX1,Test,999,0,Fail,0.00740197595583316,
S005-A70,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S005-A69,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SALL4,Test,999,0,Fail,0.00740197595583316,
S005-A68,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,GAL,Test,999,0,Fail,0.00740197595583316,
S005-A67,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S005-A78,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,DVL2,Test,999,0,Fail,0.00740197595583316,
S005-A77,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S005-A76,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,GREM1,Test,12.6233315695342,1,Pass,0.00740197595583316,
S005-A75,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,COL3A1,Test,7.79256338672626,1,Pass,0.00740197595583316,
S005-A74,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S005-A73,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
S005-A84,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,STEMCCA-P2A,Test,12.0877482029046,1,Pass,0.00740197595583316,
S005-A83,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,CCND1,Test,12.8882416162053,1,Pass,0.00740197595583316,
S005-A82,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S005-A81,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,STAT3,Test,999,0,Fail,0.00740197595583316,
S005-A80,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S005-A79,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,APOE,Test,999,0,Fail,0.00740197595583316,
S005-A90,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,KDR,Test,999,0,Fail,0.00740197595583316,
S005-A89,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,MASP1,Test,10.1249591801925,0.987664003219176,Pass,0.00740197595583316,
S005-A88,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S005-A87,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,TDGF1,Test,999,0,Fail,0.00740197595583316,
S005-A86,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,KAT7 (Myst),Test,15.3630088845254,0.852035147632431,Pass,0.00740197595583316,
S005-A85,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,TET2,Test,15.5539347647461,1,Pass,0.00740197595583316,
S005-A96,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,GAPDH,Test,8.3138740733378,0.997474532172773,Pass,0.00740197595583316,
S005-A95,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,POU5F1,Test,13.7761508970457,1,Pass,0.00740197595583316,
S005-A94,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,LIN28A,Test,999,0,Fail,0.00740197595583316,
S005-A93,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,ZIC3,Test,999,0,Fail,0.00740197595583316,
S005-A92,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,NANOG,Test,26.0395809103253,0.713382958985942,Pass,0.00740197595583316,
S005-A91,MONO D11 SSEA4+ Tra1-60- 1,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S094-A01,MONO D21 SSEA4+ Tra1-60- 18,Unknown,1,TET1,Test,999,0,Fail,0.00740197595583316,
S094-A02,MONO D21 SSEA4+ Tra1-60- 18,Unknown,1,PHC1,Test,999,0,Fail,0.00740197595583316,
S094-A03,MONO D21 SSEA4+ Tra1-60- 18,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S094-A04,MONO D21 SSEA4+ Tra1-60- 18,Unknown,1,SNAI2,Test,21.7307954613715,0.809157155089337,Pass,0.00740197595583316,
S094-A05,MONO D21 SSEA4+ Tra1-60- 18,Unknown,1,FOXD1,Test,999,0,Fail,0.00740197595583316,
S094-A06,MONO D21 SSEA4+ Tra1-60- 18,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
